id,raw_id,title,content,url,published_at,category,summary,status,created_at
1,1,"오픈AI, 전이중 음성 모델 'GPT-라이브-1' API 출시...""실시간 대화 에이전트 구현""","오픈AI가 사람처럼 말을 들으면서 동시에 대화할 수 있는 실시간 음성 AI 모델을 API로 출시했다. 개발자들은 이를 활용해 지연 시간 없이 자연스럽게 소통하는 전화 상담이나 예약용 음성 에이전트를 쉽게 개발할 수 있게 됐다. 오픈AI는 10일(현지시간) 사람과 실시간으로 대화하면서 상대방의 말을 듣는 동시에 응답할 수 있는 전이중(full-duplex) 음성 모델 'GPT-라이브-1(GPT-Live-1)'을 API로 출시했다. 기존 음성 에이전트의 복잡한 음성인식·추론·음성합성 단계를 하나의 모델로 통합해 대화 지연을 줄이고, 전화 상담과 예약, 주문 처리 등 기업용 음성 업무에 활용할 수 있도록 한 것이 핵심이다. 지난 7월 공개된 GPT-라이브-1은 앞서 '챗GPT'에 적용됐던 실시간 음성 모델로, 입력되는 음성과 출력되는 음성을 하나의 모델에서 동시에 처리한다. 기존 음성 에이전트는 음성을 텍스트로 변환하는 음성인식(STT), 텍스트를 처리하는 대규모언어모델(LLM), 다시 음성으로 변환하는 음성합성(TTS)을 차례로 연결하는 방식이 일반적이었다. 이 과정에서 단계별 지연이 발생하고 사용자의 끼어들기나 침묵, 대화 방향 전환을 자연스럽게 처리하기 어려웠다. GPT-라이브-1은 사용자의 음성을 듣는 동시에 응답할 수 있어 이러한 문제를 줄인다. 사용자가 말을 중간에 끊거나 짧게 반응해도 실시간으로 대응하며, 복잡한 추론이나 외부 도구 호출은 별도의 백엔드 모델에 맡긴 채 대화를 계속 이어갈 수 있다. 개발자는 음성 인터페이스 뒤에 어떤 모델과 도구, 에이전트 환경을 연결할지 직접 선택할 수 있다.",https://www.aitimes.com/news/articleView.html?idxno=215145,2026-09-12,AI,오픈AI가 사람처럼 말을 들으면서 동시에 대화할 수 있는 실시간 음성 AI 모델을 API로 출시했다. 개발자들은 이를 활용해 지연 시간 없이 자연스럽게 소통하는 전화 상담이나 예약용 음성 에이전트를 쉽게 개발할 수 있게 됐다.,summarized,2026-09-12T01:21:34.779781
2,2,"MS, AI 공급난에 ‘장기전’ 선언…2032년까지 데이터센터 3배로 확대","마이크로소프트(MS)가 AI 서비스와 클라우드 수요 폭증에 대응하기 위해 애저(Azure)의 전 세계 데이터센터 용량을 오는 2032년까지 현재의 3배 이상으로 확대한다. 엔비디아 AI 칩 부족과 전력·부지 확보난으로 데이터센터 공급 부족을 겪자, 장기적인 대규모 인프라 확충으로 정면 돌파하겠다는 취지다. 10일(현지시간) 블룸버그에 따르면, MS는 현재 12기가와트(GW) 규모인 애저 데이터센터 용량을 2032년까지 38GW 이상으로 늘릴 계획이다. 1GW는 미국 샌프란시스코와 같은 대도시 규모에 전력을 공급할 수 있는 수준으로, 계획대로라면 MS의 데이터센터 인프라가 6년 뒤 3배 이상 확대되는 셈이다. 이번 대규모 증설 계획은 최근 수년간 애저 사업의 성장을 제약해 온 데이터센터 공급 부족을 해소하기 위한 조치다. MS는 AI 전용 칩을 탑재한 서버를 임대하려는 고객들의 수요를 충족하지 못해 일부 고객을 돌려보내야 했으며, 때로는 클라우드 사업 확대에 서버를 투입할지 자체 AI 서비스인 '코파일럿' 운영에 사용할지를 놓고 자원 배분을 고민해야 했다. 이는 MS만의 문제는 아니다. 클라우드 업계 전반에서 엔비디아의 AI 가속기 공급 부족과 이를 구동하는 데 필요한 막대한 전력 확보난이 데이터센터 확장을 가로막고 있다. 그러나 MS는 2025년 초 에이미 후드 최고 재무책임자(CFO)가 과잉 투자 위험을 우려해 일부 데이터센터 건설을 일시적으로 중단하기로 결정한 것이 현재의 공급 부족을 심화한 주요 원인으로 꼽힌다.",https://www.aitimes.com/news/articleView.html?idxno=215143,2026-09-12,AI,"마이크로소프트(MS)가 AI 서비스와 클라우드 수요 폭증에 대응하기 위해 애저(Azure)의 전 세계 데이터센터 용량을 오는 2032년까지 현재의 3배 이상으로 확대한다. 엔비디아 AI 칩 부족과 전력·부지 확보난으로 데이터센터 공급 부족을 겪자, 장기적인 대규모 인프라 확충으로 정면 돌파하겠다는 취지다.",summarized,2026-09-12T01:21:34.779873
3,3,"미국 정치권, AI 규제 법안 발의 박차...""AI 개발자도 인류 멸종 믿어""","미국 정치권에서 AI의 급격한 발전에 따른 실존적 위협을 경고하며 강력한 규제와 안전장치 마련을 촉구하는 목소리가 커지고 있다. AI 개발사 내부 연구원들조차 10년 내 인류 멸종 가능성을 언급하는 등 경고음이 잇따르자, 여야를 막론하고 연방 차원의 법안 제정과 감독 기관 신설 움직임이 본격화하는 양상이다. 10일(현지시간) 로이터 등에 따르면, 민주·공화 양당 의원들은 AI가 초래할 재앙적 위험에 대응하기 위해 초당적 입법에 속도를 내고 있다. 버니 샌더스 상원의원과 그레그 카사르 하원의원은 인공 초지능의 개발을 금지하고 이를 전담 감독할 연방기관을 신설하는 법안을 발의했다. 샌더스 의원은 다음 주 AI의 인류 위협을 주제로 전문가 비공개 브리핑도 개최할 예정이다. 상원에서는 존 튠 공화당 원내대표와 에이미 클로버샤 민주당 상원의원이 AI 제품 규제 법안을 함께 마련하고 있다. 클로버샤 의원은 AI 기업이 정부 전문가와 협력해 모델을 의무적으로 검증하도록 하는 방안을 요구 중이며, 튠 의원도 재앙적 위험 방지 조항을 법안에 포함하겠다고 강조했다. 민주당 마크 켈리 상원의원은 행정부와 의회가 AI 위험성을 더 엄중하게 다뤄야 한다고 촉구했고, 공화당 테드 크루즈 상원의원도 관련 법률안 제정에 착수했다. 공화당 안나 파울리나 루나 하원의원은 하원 차원의 ‘AI 특별회의’ 개최를 요구했으며, 지난 7월에는 초당적 하원의원 6명이 가장 강력한 AI 모델에 대한 독립 보안 감사를 의무화하는 법안을 잇달아 발의했다. 지방정부 차원에서도 캘리포니아주가 독립 감사기관의 AI 제품 평가 절차를 규정한 법안을 통과시켰다.",https://www.aitimes.com/news/articleView.html?idxno=215156,2026-09-12,AI,"미국 정치권에서 AI의 급격한 발전에 따른 실존적 위협을 경고하며 강력한 규제와 안전장치 마련을 촉구하는 목소리가 커지고 있다. AI 개발사 내부 연구원들조차 10년 내 인류 멸종 가능성을 언급하는 등 경고음이 잇따르자, 여야를 막론하고 연방 차원의 법안 제정과 감독 기관 신설 움직임이 본격화하는 양상이다.",summarized,2026-09-12T01:21:34.779955
4,4,"퓨리오사AI, 싱가포르 법인 설립...APAC 시장 공략 나선다","퓨리오사AI(대표 백준호)는 싱가포르 현지 법인을 설립하고, 아시아·태평양 지역 사업개발과 영업, 기술지원의 핵심 거점으로 운영한다고 11일 밝혔다. 현재 서울 본사와 미국 실리콘밸리, 포르투갈 리스본에 이어 이번 거점을 통해 2세대 AI 추론 가속기 'RNGD(레니게이드)' 기반 인프라 도입을 가속화할 계획이다. 싱가포르 거점은 애디슨 치 APAC 영업 부사장이 이끌며, 현지 인력을 확대해 기술 검증부터 상용 구축까지 지원할 예정이다. RNGD는 대형언어모델(LLM), 멀티모달, 에이전틱 AI 등 다양한 워크로드의 고성능·고효율 추론을 위한 데이터센터용 AI 가속기로 올해 1월 양산에 돌입했다. RNGD 8장을 탑재한 'NXT RNGD' 서버는 3킬로와트(kW) 전력으로 작동하며 기존 공랭 방식으로도 구축이 가능해 추론 용량 확장이 용이하다는 설명이다. RNGD는 현재 삼성SDS, LG AI연구원 등 주요 기업에 도입됐으며 유럽·중동·미국 등으로 시장 영역을 넓히고 있다. 백준호 퓨리오사AI 대표는 ""싱가포르 거점을 통해 역내 고객 및 파트너와 더욱 긴밀하게 협력하고, RNGD의 기술 검증부터 실제 상용 구축까지 원활하게 이어질 수 있도록 지원하겠다""고 말했다. 김해원 기자 hwkim@aitimes.",https://www.aitimes.com/news/articleView.html?idxno=215174,2026-09-12,AI,"퓨리오사AI(대표 백준호)는 싱가포르 현지 법인을 설립하고, 아시아·태평양 지역 사업개발과 영업, 기술지원의 핵심 거점으로 운영한다고 11일 밝혔다. 현재 서울 본사와 미국 실리콘밸리, 포르투갈 리스본에 이어 이번 거점을 통해 2세대 AI 추론 가속기 RNGD(레니게이드) 기반 인프라 도입을 가속화할 계획이다.",summarized,2026-09-12T01:21:34.780015
5,5,"알트먼 ""첨단 AI 개발 속도 조절 검토…타 회사 동참 제안""","샘 알트먼 오픈AI CEO가 사내 회의에서 최첨단 AI 개발 속도를 늦추는 방안을 검토 중이라며, 경쟁 연구소들의 자발적인 동참을 유도하고 나섰다. 11일 블룸버그에 따르면, 알트먼 CEO는 최근 전 직원이 참석한 내부 회의에서 다른 AI 연구소들과 협력해 최신 모델 개발 속도를 공동으로 조절하는 방안을 모색하고 있다고 밝혔다. 안전성이 충분히 확보되지 않은 상태에서 초지능 개발 경쟁이 과열되는 것에 대한 경각심이 고조되자, 선제적으로 자율 규제 흐름을 주도하겠다는 구상이다. 오픈AI는 최근 자발적인 개발 속도 조절 필요성을 지속해서 강조해 왔다. 지난 7월 오픈AI를 포함한 주요 AI 기업 재직자 1000명 이상이 AI 개발 속도 완화를 요구하는 청원서에 서명한 바 있다. 이어 8월에는 '아스트라' 학습 과정에서 안전성 기준 미달 및 오정렬 징후를 감지하자, 자체 AI 학습을 일시 중단하고 개발 속도를 조절하는 결정을 단행했다. 최근에는 야쿠부 파초키 수석과학자가 급격한 기계 지능 발전에 대비해 공동의 안전장치가 마련될 때까지 업계 전체가 개발 속도를 조절해야 한다는 기고문을 발표했고, 샘 알트만 CEO도 이에 지지 의사를 표명했다. 다만 다른 회사들과의 협의 내용은 비공개로 유지되고 있어 실제로 속도 조절 제안에 얼마나 응할지는 미지수다. 특히 혼자서만 개발을 멈출 경우 선두 주도권을 빼앗길 수 있다는 점에서, 알트먼 CEO의 이번 제안이 혼자서만 멈출 수는 없다는 현실적 계산을 바탕으로 경쟁사들에게 공을 넘긴 것이라는 해석도 나온다.",https://www.aitimes.com/news/articleView.html?idxno=215176,2026-09-12,AI,"샘 알트먼 오픈AI CEO가 사내 회의에서 최첨단 AI 개발 속도를 늦추는 방안을 검토 중이라며, 경쟁 연구소들의 자발적인 동참을 유도하고 나섰다. 11일 블룸버그에 따르면, 알트먼 CEO는 최근 전 직원이 참석한 내부 회의에서 다른 AI 연구소들과 협력해 최신 모델 개발 속도를 공동으로 조절하는 방안을 모색하고 있다고 밝혔다.",summarized,2026-09-12T01:21:34.780089
6,6,"오픈AI, 챗GPT 워크에 기업 데이터 분석 도구 '데이터 에이전트' 도입","오픈AI가 기업 구성원이 전문적인 데이터 분석 도구나 쿼리 작성법을 배우지 않고도 자연어로 사내 데이터를 분석할 수 있는 새로운 AI 에이전트를 공개했다. 기업 데이터베이스와 문서 저장소를 연결하면 매출 감소나 비용 증가의 원인을 조사하고, 분석 결과를 대화형 대시보드로 만들어 공유하는 것은 물론 후속 업무까지 이어갈 수 있다. 오픈AI는 10일(현지시간) 기업용 AI 업무 환경인 챗GPT 워크(ChatGPT Work)에 '데이터 에이전트(Data agent)'를 도입한다고 밝혔다. 사용자가 ""지난주 사용자가 왜 줄었지"" ""어디에서 비용이 늘었지"" ""대형 고객의 갱신을 위협하는 문제는 무엇인가""와 같은 질문을 자연어로 입력하면, 데이터 에이전트가 관련 데이터를 조사하고 변화의 원인을 분석한다. 아마존 레드시프트, 데이터독, 구글 빅쿼리, 클릭하우스, 데이터브릭스, 몽고DB, 스노우플레이크 등 기업에서 사용하는 주요 데이터 소스와 연결할 수 있다. 구글 드라이브와 셰어포인트에 저장된 파일과 문서도 분석에 포함할 수 있어 정형 데이터와 비정형 정보를 함께 살펴볼 수 있다. 특히 단순히 데이터를 검색하는 데 그치지 않고 기업이 사용하는 비즈니스 용어와 지표 정의, 사용자 지정 계산 방식, 데이터 간 관계 등을 이해하도록 설계됐다. 데이터브릭스의 지니 온톨로지(Genie Ontology), dbt, 깃허브, 스노우플레이크 호라이즌, 기존 BI 대시보드 등 신뢰할 수 있는 데이터 계층과 소스를 활용해 분석 결과의 맥락을 파악한다. Now everyone can put data to work.",https://www.aitimes.com/news/articleView.html?idxno=215146,2026-09-12,AI,"오픈AI가 기업 구성원이 전문적인 데이터 분석 도구나 쿼리 작성법을 배우지 않고도 자연어로 사내 데이터를 분석할 수 있는 새로운 AI 에이전트를 공개했다. 기업 데이터베이스와 문서 저장소를 연결하면 매출 감소나 비용 증가의 원인을 조사하고, 분석 결과를 대화형 대시보드로 만들어 공유하는 것은 물론 후속 업무까지 이어갈 수 있다.",summarized,2026-09-12T01:21:34.780160
7,7,"[게시판] 사이냅소프트, ‘지자체 정보화전략 IT 전시’ 참가 등 단신","■ 도큐먼트 AI 전문 사이냅소프트(대표 전경헌)가 10~11일 제주 썬 호텔에서 열린 ‘2026 지자체 정보화전략 IT 전시회’에 참가해 지자체 행정 업무 혁신을 위한 핵심 문서 AI 솔루션을 선보였다고 밝혔다. 현장 전시 부스에서는 지자체 공공 업무 환경에 최적화된 ▲사이냅 어시스턴트 ▲사이냅 도큐애널라이저 ▲사이냅 OCR IX ▲아이넥스 ▲AI 데이터 파운드리 등 5종의 문서 AI 솔루션을 시연했다. ■ 시선AI는 과학기술정보통신부 산하 정보통신기획평가원(IITP)이 주관하는 국방 부문 AI 응용제품 신속상용화 지원사업의 '국방망 AI 코딩 어시스턴트 및 보안코드 자동점검 에이전트' 사업에 선정됐다고 밝혔다. 수요처는 대한민국 공군이며, 총 사업비는 24억5000만원 규모다. 공동 수행 기관으로 세종대학교 산학협력단과 코드마인드가 참여한다. 최고 수준의 보안이 요구되는 국방망에서 온프레미스 및 온톨로지 중심의 AI 코딩·보안 자동화 플랫폼 기술을 개발, 실증할 계획이다. ■ 그렙(대표 임성수)이 오는 18일 오후 2시 서울 강남구 역삼 마루360에서 기업 HRD 담당자를 대상으로 'HR 담당자를 위한 기업 AX 교육 세미나'를 개최한다. 참가비는 무료이며, 밀도 높은 개별 실습을 위해 정원을 20명으로 제한했다. 이번 행사는 참가자가 실무에 즉시 활용할 수 있는 결과물을 ‘직접 가져가는 세미나'로 기획됐다. 참가자는 교육 제안서를 전달받는 대신 ▲현장 응시를 통한 개인별 AI 역량 진단 리포트 ▲자사 맞춤형 AX 기획안 초안 등 두 가지 실전 결과물을 확보하게 된다.",https://www.aitimes.com/news/articleView.html?idxno=215177,2026-09-12,AI,■ 도큐먼트 AI 전문 사이냅소프트(대표 전경헌)가 10~11일 제주 썬 호텔에서 열린 ‘2026 지자체 정보화전략 IT 전시회’에 참가해 지자체 행정 업무 혁신을 위한 핵심 문서 AI 솔루션을 선보였다고 밝혔다. 현장 전시 부스에서는 지자체 공공 업무 환경에 최적화된 ▲사이냅 어시스턴트 ▲사이냅 도큐애널라이저 ▲사이냅 OCR IX ▲아이넥스 ▲AI 데이터 파운드리 등 5종의 문서 AI 솔루션을 시연했다.,summarized,2026-09-12T01:21:34.780233
8,8,"캘리포니아, 16세 미만 소셜미디어 중독 기능·AI 챗봇 규제법 서명","미국 캘리포니아주가 미성년자의 소셜미디어와 AI 챗봇 이용을 규제하는 강력한 온라인 안전 법안을 마련했다. 소셜미디어의 중독성 기능을 제한하고 AI 챗봇이 인간이 아닌 AI임을 고지하도록 하는 등 아동·청소년을 겨냥한 디지털 안전장치를 대폭 강화하면서 미국 내 온라인 규제의 새로운 기준을 제시했다는 평가가 나온다. 개빈 뉴섬 캘리포니아 주지사는 10일(현지시간) 미성년자 온라인 안전과 디지털 개인정보 보호 등을 강화하는 13개 법안에 서명했다. 뉴섬 주지사는 강력한 알고리즘으로부터 부모 혼자 자녀를 보호하기는 어렵다며 법안 서명을 두고 ""우리 아이들에게 좋은 날""이라고 강조했다. 이에 따라 16세 미만 사용자를 대상으로 소셜미디어 플랫폼의 중독성 기능 제공이 금지된다. 플랫폼은 무한 스크롤이나 자동재생 동영상처럼 사용자의 체류 시간을 늘리도록 설계된 기능을 16세 미만 이용자에게 제공할 수 없게 된다. 미국에서 이러한 중독성 기능을 연령 기준으로 직접 제한하는 것은 이번이 처음이다. AI 챗봇에 대한 규제도 포함됐다. AI 기업이 어린 이용자에게 대화 상대가 인간이 아닌 챗봇이라는 사실을 알려야 하며, 자해와 같은 위험한 주제에 대한 콘텐츠를 제한하도록 요구한다. 부모 통제 기능을 제공하고, 어린 이용자가 안전 설정을 해제할 경우 부모에게 알리는 조항도 마련했다. 자살 관련 질문이 입력되면 별도의 위기 대응 절차를 적용하도록 했다. 이번 조치는 AI 챗봇과 청소년의 상호작용 과정에서 발생할 수 있는 안전 문제에 대한 우려가 커진 가운데 추진됐다.",https://www.aitimes.com/news/articleView.html?idxno=215153,2026-09-12,AI,미국 캘리포니아주가 미성년자의 소셜미디어와 AI 챗봇 이용을 규제하는 강력한 온라인 안전 법안을 마련했다. 소셜미디어의 중독성 기능을 제한하고 AI 챗봇이 인간이 아닌 AI임을 고지하도록 하는 등 아동·청소년을 겨냥한 디지털 안전장치를 대폭 강화하면서 미국 내 온라인 규제의 새로운 기준을 제시했다는 평가가 나온다.,summarized,2026-09-12T01:21:34.780304
9,9,"스페이스X, 데이터센터 구축 방식 바꾼다…‘속도’보다 안정성에 무게","스페이스X가 AI 데이터센터 구축에서 속도보다 안정성을 중시하는 방식으로 전략을 바꾸고 있다. 기존에는 데이터센터를 빠르게 늘리는 데 집중했다면, 최근에는 전력·냉각 백업 시스템을 사전에 갖추고 운영 전 테스트를 강화하는 방향으로 전환하고 있다. 디 인포메이션은 10일(현지시간) 복수의 관계자를 인용, 스페이스X가 테네시와 미시시피 등에서 진행 중인 데이터센터 건설 방식을 재설계하고 있다고 보도했다. 스페이스X는 올해 초 인수한 xAI의 데이터센터 구축 경험을 바탕으로, GPU 확보와 시설 가동을 최대한 앞당기는 기존 방식을 이어왔다. xAI는 10만개 GPU를 수용하는 데이터센터 '콜로서스'를 122일 만에 구축했다고 밝힌 바 있다. 그러나 이 과정에서 문제도 드러났다. 초기 데이터센터에서는 전력과 냉각 시스템의 이중화가 충분하지 않아 장비 하나의 고장으로 전체 클러스터가 중단될 수 있었던 것으로 전해졌다. 백업 시스템이 완성되기 전에 최소한의 전력·냉각 설비부터 가동하고, 이후 추가 설비를 설치하는 방식도 사용했다. 이에 따라 새로운 데이터센터 경영진은 백업 전력·냉각 설비를 미리 구축하고 가동 전 테스트를 강화하기로 했다. 데이터센터에서 수십대의 가스 터빈 등 임시 전력·냉각 장비에 의존하는 방식도 줄일 계획이다. 변화는 인력에서도 나타나고 있다. 지난 몇주 동안 데이터센터 프로젝트를 이끌던 인력 10여명이 회사를 떠났고, 스페이스X의 로켓과 스타링크 사업에서 일하던 엔지니어들이 데이터센터 구축에 투입됐다.",https://www.aitimes.com/news/articleView.html?idxno=215169,2026-09-12,AI,"스페이스X가 AI 데이터센터 구축에서 속도보다 안정성을 중시하는 방식으로 전략을 바꾸고 있다. 기존에는 데이터센터를 빠르게 늘리는 데 집중했다면, 최근에는 전력·냉각 백업 시스템을 사전에 갖추고 운영 전 테스트를 강화하는 방향으로 전환하고 있다.",summarized,2026-09-12T01:21:34.780370
10,10,"""국민연금도 AI가 굴린다""...LG AI연구원, 국민연금공단과 특화 모델 개발 협력","LG AI연구원과 국민연금공단이 연금 기금운용에 특화된 AI를 개발하기 위한 업무협약(MOU)을 체결했다고 11일 밝혔다. LG AI연구원의 금융 AI 에이전트 '엑사원 BI'와 국민연금공단이 보유한 데이터, 거시경제 지표, 뉴스 등을 결합해 연금 기금운용에 특화된 AI 예측·분석 모델을 개발한다. 국민연금공단은 투자 리서치와 의사결정 과정에 AI를 도입해 투자 판단의 전문성과 효율성을 높이고, 장기 투자수익률을 끌어올린다는 방침이다. 양측은 첫 협력 과제로 'AI 기반 환율 분석 서비스'를 개발하고, 기금운용에 적용 가능한 분야를 점차 확대해 나갈 예정이다. 엑사원 BI는 현재 런던증권거래소그룹(LSEG), 코스콤, 키움증권 등에 탑재돼 한국과 미국에 상장된 8000여 개 종목을 분석하며, 종목별 예측 점수와 분석 코멘터리를 제공하고 있다. LG AI연구원은 캐나다 국민연금을 비롯한 여러 글로벌 투자기관과도 협력 중이며, 신뢰성과 안전성을 갖춘 AI를 제공해 나갈 계획이다. 이화영 사업개발부문장은 ""LG AI연구원의 금융 특화 AI 기술력은 이미 다수의 글로벌 투자자들에게 인정받았다""며 ""공공부문 AI 활용을 선도하는 모범 사례를 만들어가겠다""고 말했다. 김해원 기자 hwkim@aitimes.",https://www.aitimes.com/news/articleView.html?idxno=215130,2026-09-12,AI,"LG AI연구원과 국민연금공단이 연금 기금운용에 특화된 AI를 개발하기 위한 업무협약(MOU)을 체결했다고 11일 밝혔다. LG AI연구원의 금융 AI 에이전트 엑사원 BI와 국민연금공단이 보유한 데이터, 거시경제 지표, 뉴스 등을 결합해 연금 기금운용에 특화된 AI 예측·분석 모델을 개발한다.",summarized,2026-09-12T01:21:34.780451
